idx,label,name,n_solids,vol_cm3,cx_mm,cy_mm,cz_mm,dx_mm,dy_mm,dz_mm
133,Extruded (1),Part__Feature133,1,0.0,-0.0,0.0,0.23,1.51,0.28,0.46
134,Extruded (1)001,Part__Feature134,1,0.0,-0.0,0.0,0.23,1.51,0.28,0.46
137,_2_1_2_3_4_AF0,Part__Feature137,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
138,_7_1_2_AF0,Part__Feature138,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
139,5_1_2_3_400,Part__Feature139,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
140,_2_1_2_3_4_AF001,Part__Feature140,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
141,_7_1_2_AF001,Part__Feature141,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
142,5_1_2_3_401,Part__Feature142,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
143,_2_1_2_3_4_AF002,Part__Feature143,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
144,_7_1_2_AF002,Part__Feature144,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
145,5_1_2_3_402,Part__Feature145,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
146,_2_1_2_3_4_AF003,Part__Feature146,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
147,_7_1_2_AF003,Part__Feature147,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
148,5_1_2_3_403,Part__Feature148,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
161,SOLID (1),Part__Feature161,1,0.0,13.77,12.06,-11.44,0.27,1.45,0.87
162,SOLID (2),Part__Feature162,1,0.0,18.3,12.06,-11.44,0.26,1.45,0.87
163,SOLID (3),Part__Feature163,1,0.0,14.29,12.08,-11.43,0.25,1.45,0.87
164,SOLID (4),Part__Feature164,1,0.0,17.79,12.08,-11.43,0.25,1.45,0.87
165,SOLID (5),Part__Feature165,1,0.0,15.79,13.13,-9.22,0.25,2.03,6.58
166,SOLID (6),Part__Feature166,1,0.0,16.29,13.13,-9.22,0.25,2.03,6.58
167,SOLID (7),Part__Feature167,1,0.0,15.29,12.69,-9.06,0.25,1.57,6.58
168,SOLID (8),Part__Feature168,1,0.0,16.79,12.69,-9.06,0.25,1.57,6.58
169,SOLID (9),Part__Feature169,1,0.0,16.29,12.88,-8.3,0.25,0.24,5.71
170,SOLID (10),Part__Feature170,1,0.0,15.79,12.88,-8.3,0.25,0.24,5.71
171,SOLID (11),Part__Feature171,1,0.0,18.91,12.75,-8.89,0.85,1.59,7.13
172,SOLID (12),Part__Feature172,1,0.0,17.3,13.18,-8.98,0.35,2.03,6.78
173,SOLID (13),Part__Feature173,1,0.0,17.31,12.88,-8.15,0.35,0.24,5.91
174,SOLID (14),Part__Feature174,1,0.0,14.79,13.2,-8.93,0.35,2.03,6.78
175,SOLID (15),Part__Feature175,1,0.0,14.79,12.88,-8.18,0.35,0.24,5.91
176,SOLID (16),Part__Feature176,1,0.0,13.17,12.75,-8.9,0.85,1.59,7.13
177,SOLID (17),Part__Feature177,1,0.0,15.29,13.45,-7.55,0.25,0.24,4.21
178,SOLID (18),Part__Feature178,1,0.0,16.79,13.45,-7.55,0.25,0.24,4.21
180,SOLID (20),Part__Feature180,1,0.0,13.14,13.08,-9.5,1.12,2.03,7.13
186,Extruded (4),Part__Feature186,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
187,Extruded (4)001,Part__Feature187,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
188,Extruded (4)002,Part__Feature188,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
189,Extruded (4)003,Part__Feature189,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
190,Extruded (4)004,Part__Feature190,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
191,Extruded (4)005,Part__Feature191,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
192,Extruded (4)006,Part__Feature192,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
193,Extruded (4)007,Part__Feature193,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
194,Extruded (4)008,Part__Feature194,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
195,Extruded (4)009,Part__Feature195,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
196,Extruded (4)010,Part__Feature196,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
197,Extruded (4)011,Part__Feature197,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
198,Extruded (4)012,Part__Feature198,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
199,Extruded (4)013,Part__Feature199,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
200,Extruded (4)014,Part__Feature200,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
201,Extruded (4)015,Part__Feature201,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
202,Extruded (4)016,Part__Feature202,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
203,Extruded (4)017,Part__Feature203,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
204,Extruded (4)018,Part__Feature204,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
205,Extruded (4)019,Part__Feature205,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
206,Extruded (4)020,Part__Feature206,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
207,Extruded (4)021,Part__Feature207,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
208,Extruded (4)022,Part__Feature208,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
209,Extruded (4)023,Part__Feature209,1,0.0,0.0,0.0,0.13,1.7,0.3,0.25
210,_2_1_2_3_4_AF004,Part__Feature210,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
211,_7_1_2_AF004,Part__Feature211,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
212,5_1_2_3_404,Part__Feature212,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
213,_2_1_2_3_4_AF005,Part__Feature213,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
214,_7_1_2_AF005,Part__Feature214,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
215,5_1_2_3_405,Part__Feature215,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
216,_2_1_2_3_4_AF006,Part__Feature216,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
217,_7_1_2_AF006,Part__Feature217,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
218,5_1_2_3_406,Part__Feature218,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
219,_2_1_2_3_4_AF007,Part__Feature219,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
220,_7_1_2_AF007,Part__Feature220,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
221,5_1_2_3_407,Part__Feature221,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
222,_2_1_2_3_4_AF008,Part__Feature222,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
223,_7_1_2_AF008,Part__Feature223,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
224,5_1_2_3_408,Part__Feature224,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
225,_2_1_2_3_4_AF009,Part__Feature225,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
226,_7_1_2_AF009,Part__Feature226,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
227,5_1_2_3_409,Part__Feature227,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
228,_2_1_2_3_4_AF010,Part__Feature228,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
229,_7_1_2_AF010,Part__Feature229,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
230,5_1_2_3_410,Part__Feature230,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
231,_2_1_2_3_4_AF011,Part__Feature231,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
232,_7_1_2_AF011,Part__Feature232,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
233,5_1_2_3_411,Part__Feature233,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
234,_2_1_2_3_4_AF012,Part__Feature234,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
235,_7_1_2_AF012,Part__Feature235,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
236,5_1_2_3_412,Part__Feature236,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
237,_2_1_2_3_4_AF013,Part__Feature237,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
238,_7_1_2_AF013,Part__Feature238,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
239,5_1_2_3_413,Part__Feature239,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
240,_2_1_2_3_4_AF014,Part__Feature240,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
241,_7_1_2_AF014,Part__Feature241,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
242,5_1_2_3_414,Part__Feature242,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
243,_2_1_2_3_4_AF015,Part__Feature243,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
244,_7_1_2_AF015,Part__Feature244,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
245,5_1_2_3_415,Part__Feature245,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
253,User_Library-0603_SMD_Capacitor,Part__Feature253,1,0.0,25.8,27.7,0.15,0.8,1.6,0.3
254,User_Library-0603_SMD_Capacitor001,Part__Feature254,1,0.0,29.85,24.75,0.15,1.6,0.8,0.3
255,2_1_200,Part__Feature255,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
257,3_1_2_A,Part__Feature257,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
258,2_1_201,Part__Feature258,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
260,3_1_2_A001,Part__Feature260,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
261,2_1_202,Part__Feature261,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
263,3_1_2_A002,Part__Feature263,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
264,User_Library-0603_SMD_Capacitor002,Part__Feature264,1,0.0,27.51,39.9,0.15,1.6,0.8,0.3
265,2_1_203,Part__Feature265,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
267,3_1_2_A003,Part__Feature267,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
268,2_1_204,Part__Feature268,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
270,3_1_2_A004,Part__Feature270,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
271,User_Library-0603_SMD_Capacitor003,Part__Feature271,1,0.0,31.5,37.5,0.15,1.6,0.8,0.3
272,2_1_205,Part__Feature272,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
274,3_1_2_A005,Part__Feature274,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
275,2_1_206,Part__Feature275,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
277,3_1_2_A006,Part__Feature277,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
278,2_1_207,Part__Feature278,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
280,3_1_2_A007,Part__Feature280,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
281,User_Library-0603_SMD_Capacitor004,Part__Feature281,1,0.0,30.51,31.87,0.15,0.8,1.6,0.3
282,User_Library-0603_SMD_Capacitor005,Part__Feature282,1,0.0,32.35,31.87,0.15,0.8,1.6,0.3
283,2_1_208,Part__Feature283,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
285,3_1_2_A008,Part__Feature285,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
290,Òý½Å_0.9,Part__Feature290,1,0.0,2.74,-1.95,0.26,0.9,0.25,0.62
291,Òý½Å_0.001,Part__Feature291,1,0.0,2.74,-1.3,0.26,0.9,0.25,0.62
292,Òý½Å_0.002,Part__Feature292,1,0.0,2.74,-0.65,0.26,0.9,0.25,0.62
293,Òý½Å_0.003,Part__Feature293,1,0.0,2.74,0.0,0.26,0.9,0.25,0.62
294,Òý½Å_0.004,Part__Feature294,1,0.0,2.74,0.65,0.26,0.9,0.25,0.62
295,Òý½Å_0.005,Part__Feature295,1,0.0,2.74,1.3,0.26,0.9,0.25,0.62
296,Òý½Å_0.006,Part__Feature296,1,0.0,2.74,1.95,0.26,0.9,0.25,0.62
297,Òý½Å_0.007,Part__Feature297,1,0.0,-2.74,-1.95,0.26,0.9,0.25,0.62
298,Òý½Å_0.008,Part__Feature298,1,0.0,-2.74,-1.3,0.26,0.9,0.25,0.62
299,Òý½Å_0.009,Part__Feature299,1,0.0,-2.74,-0.65,0.26,0.9,0.25,0.62
300,Òý½Å_0.010,Part__Feature300,1,0.0,-2.74,-0.0,0.26,0.9,0.25,0.62
301,Òý½Å_0.011,Part__Feature301,1,0.0,-2.74,0.65,0.26,0.9,0.25,0.62
302,Òý½Å_0.012,Part__Feature302,1,0.0,-2.74,1.3,0.26,0.9,0.25,0.62
303,Òý½Å_0.013,Part__Feature303,1,0.0,-2.74,1.95,0.26,0.9,0.25,0.62
304,LOGOԲ0.25,Part__Feature304,1,0.0,0.07,0.04,0.02,0.75,0.75,0.01
305,LOGOԲ0.001,Part__Feature305,1,0.0,-0.1,-0.42,0.02,0.1,0.06,0.01
306,LOGOԲ0.002,Part__Feature306,1,0.0,0.14,-0.42,0.02,0.07,0.06,0.01
307,LOGOԲ0.003,Part__Feature307,1,0.0,0.07,-0.16,0.02,0.1,0.1,0.01
308,LOGOԲ0.004,Part__Feature308,1,0.0,0.3,-0.42,0.02,0.1,0.06,0.01
309,LOGOԲ0.005,Part__Feature309,1,0.0,-0.16,-0.42,0.02,0.06,0.06,0.01
310,LOGOԲ0.006,Part__Feature310,1,0.0,0.24,0.14,0.02,0.1,0.1,0.01
311,LOGOԲ0.007,Part__Feature311,1,0.0,0.09,-0.42,0.02,0.04,0.07,0.01
312,LOGOԲ0.008,Part__Feature312,1,0.0,0.25,-0.42,0.02,0.1,0.06,0.01
313,LOGOԲ0.009,Part__Feature313,1,0.0,-0.04,-0.42,0.02,0.07,0.06,0.01
314,LOGOԲ0.010,Part__Feature314,1,0.0,-0.11,0.14,0.02,0.1,0.1,0.01
315,LOGOԲ0.011,Part__Feature315,1,0.0,0.04,-0.42,0.02,0.08,0.06,0.01
316,LOGOԲ0.012,Part__Feature316,1,0.0,0.19,-0.42,0.02,0.1,0.06,0.01
317,LOGOԲ0.013,Part__Feature317,1,0.0,-0.0,-0.45,0.02,0.01,0.01,0.01
320,Extruded (10),Part__Feature320,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
321,Extruded (10)001,Part__Feature321,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
323,Extruded (10)002,Part__Feature323,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
324,Extruded (10)003,Part__Feature324,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
325,User_Library-0603_SMD_Capacitor006,Part__Feature325,1,0.0,34.6,40.75,0.15,0.8,1.6,0.3
327,Extruded (12),Part__Feature327,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
328,Extruded (12)001,Part__Feature328,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
329,User_Library-0603_SMD_Capacitor007,Part__Feature329,1,0.0,36.5,40.75,0.15,0.8,1.6,0.3
331,Extruded (10)004,Part__Feature331,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
332,Extruded (10)005,Part__Feature332,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
334,Extruded (12)002,Part__Feature334,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
335,Extruded (12)003,Part__Feature335,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
337,Extruded (12)004,Part__Feature337,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
338,Extruded (12)005,Part__Feature338,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
340,Extruded (10)006,Part__Feature340,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
341,Extruded (10)007,Part__Feature341,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
342,Extruded (12)006,Part__Feature342,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
343,Extruded (12)007,Part__Feature343,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
345,Extruded (12)008,Part__Feature345,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
346,Extruded (12)009,Part__Feature346,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
348,Extruded (12)010,Part__Feature348,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
349,Extruded (12)011,Part__Feature349,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
351,Extruded (12)012,Part__Feature351,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
352,Extruded (12)013,Part__Feature352,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
354,Extruded (13),Part__Feature354,1,0.0,0.0,0.0,0.13,0.4,0.8,0.25
356,Extruded (13)001,Part__Feature356,1,0.0,0.0,0.0,0.13,0.4,0.8,0.25
358,Extruded (12)014,Part__Feature358,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
359,Extruded (12)015,Part__Feature359,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
361,Extruded (10)008,Part__Feature361,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
362,Extruded (10)009,Part__Feature362,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
368,Extruded (17),Part__Feature368,1,0.0,-0.0,0.0,0.25,0.28,1.48,0.5
369,Extruded (17)001,Part__Feature369,1,0.0,-0.0,0.0,0.25,0.28,1.48,0.5
370,Extruded (12)016,Part__Feature370,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
371,Extruded (12)017,Part__Feature371,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
374,Extruded (19),Part__Feature374,1,0.0,0.0,-0.0,0.25,1.48,0.28,0.5
375,Extruded (19)001,Part__Feature375,1,0.0,0.0,-0.0,0.25,1.48,0.28,0.5
376,2_1_209,Part__Feature376,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
378,3_1_2_A009,Part__Feature378,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
379,500,Part__Feature379,1,0.0,0.85,-0.0,0.25,0.3,1.22,0.52
381,4_A,Part__Feature381,1,0.0,-0.85,-0.0,0.25,0.3,1.22,0.52
382,797055425,Part__Feature382,1,0.0,0.85,-0.0,0.25,0.3,1.22,0.52
384,4_A001,Part__Feature384,1,0.0,-0.85,-0.0,0.25,0.3,1.22,0.52
385,797055426,Part__Feature385,1,0.0,0.85,-0.0,0.25,0.3,1.22,0.52
387,4_A002,Part__Feature387,1,0.0,-0.85,-0.0,0.25,0.3,1.22,0.52
388,797055427,Part__Feature388,1,0.0,0.85,-0.0,0.25,0.3,1.22,0.52
390,4_A003,Part__Feature390,1,0.0,-0.85,-0.0,0.25,0.3,1.22,0.52
391,2_1_210,Part__Feature391,1,0.0,-0.65,-0.0,0.4,0.3,0.82,0.82
393,3_1_2_A010,Part__Feature393,1,0.0,0.65,-0.0,0.4,0.3,0.82,0.82
394,Extruded (10)010,Part__Feature394,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
395,Extruded (10)011,Part__Feature395,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
397,Extruded (12)018,Part__Feature397,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
398,Extruded (12)019,Part__Feature398,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
400,Extruded (10)012,Part__Feature400,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
401,Extruded (10)013,Part__Feature401,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
403,Extruded (12)020,Part__Feature403,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
404,Extruded (12)021,Part__Feature404,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
406,Extruded (12)022,Part__Feature406,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
407,Extruded (12)023,Part__Feature407,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
409,Extruded (12)024,Part__Feature409,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
410,Extruded (12)025,Part__Feature410,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
413,Extruded (1)002,Part__Feature413,1,0.0,-0.0,0.0,0.23,1.51,0.28,0.46
414,Extruded (1)003,Part__Feature414,1,0.0,-0.0,0.0,0.23,1.51,0.28,0.46
415,Extruded (10)014,Part__Feature415,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
416,Extruded (10)015,Part__Feature416,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
418,Extruded (12)026,Part__Feature418,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
419,Extruded (12)027,Part__Feature419,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
421,Extruded (10)016,Part__Feature421,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
422,Extruded (10)017,Part__Feature422,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
424,Extruded (10)018,Part__Feature424,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
425,Extruded (10)019,Part__Feature425,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
429,"Cap,_elec,_6.3x4.2 (2)",Part__Feature429,1,0.0,4.57,12.54,4.18,5.56,1.77,0.2
430,Extruded (12)028,Part__Feature430,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
431,Extruded (12)029,Part__Feature431,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
447,Extruded (1)004,Part__Feature447,1,0.0,-0.0,0.0,0.23,1.51,0.28,0.46
448,Extruded (1)005,Part__Feature448,1,0.0,-0.0,0.0,0.23,1.51,0.28,0.46
449,Extruded (12)030,Part__Feature449,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
450,Extruded (12)031,Part__Feature450,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
453,Extruded (1)006,Part__Feature453,1,0.0,-0.0,0.0,0.23,1.51,0.28,0.46
454,Extruded (1)007,Part__Feature454,1,0.0,-0.0,0.0,0.23,1.51,0.28,0.46
455,Extruded (10)020,Part__Feature455,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
456,Extruded (10)021,Part__Feature456,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
458,Extruded (23),Part__Feature458,1,0.0,-0.0,-0.0,0.08,0.58,1.17,0.16
460,Extruded (23)001,Part__Feature460,1,0.0,-0.0,-0.0,0.08,0.58,1.17,0.16
461,Extruded (23)002,Part__Feature461,1,0.0,-0.0,-0.0,0.08,0.58,1.17,0.16
462,Extruded (23)003,Part__Feature462,1,0.0,-0.0,-0.0,0.08,0.58,1.17,0.16
464,Extruded (23)004,Part__Feature464,1,0.0,-0.0,-0.0,0.08,0.58,1.17,0.16
465,Extruded (23)005,Part__Feature465,1,0.0,-0.0,-0.0,0.08,0.58,1.17,0.16
466,Extruded (25),Part__Feature466,1,0.0,0.0,-0.0,0.08,1.17,0.58,0.16
468,Extruded (25)001,Part__Feature468,1,0.0,0.0,-0.0,0.08,1.17,0.58,0.16
469,Extruded (25)002,Part__Feature469,1,0.0,0.0,-0.0,0.08,1.17,0.58,0.16
470,Extruded (12)032,Part__Feature470,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
471,Extruded (12)033,Part__Feature471,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
473,Extruded (12)034,Part__Feature473,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
474,Extruded (12)035,Part__Feature474,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
476,Extruded (10)022,Part__Feature476,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
477,Extruded (10)023,Part__Feature477,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
479,Extruded (12)036,Part__Feature479,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
480,Extruded (12)037,Part__Feature480,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
482,Extruded (10)024,Part__Feature482,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
483,Extruded (10)025,Part__Feature483,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
485,Extruded (10)026,Part__Feature485,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
486,Extruded (10)027,Part__Feature486,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
488,Extruded (10)028,Part__Feature488,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
489,Extruded (10)029,Part__Feature489,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
491,Extruded (12)038,Part__Feature491,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
492,Extruded (12)039,Part__Feature492,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
494,Extruded (10)030,Part__Feature494,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
495,Extruded (10)031,Part__Feature495,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
497,Extruded (12)040,Part__Feature497,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
498,Extruded (12)041,Part__Feature498,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
500,Extruded (10)032,Part__Feature500,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
501,Extruded (10)033,Part__Feature501,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
503,Extruded (12)042,Part__Feature503,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
504,Extruded (12)043,Part__Feature504,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
506,Extruded (12)044,Part__Feature506,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
507,Extruded (12)045,Part__Feature507,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
509,Extruded (12)046,Part__Feature509,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
510,Extruded (12)047,Part__Feature510,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
512,Extruded (12)048,Part__Feature512,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
513,Extruded (12)049,Part__Feature513,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
515,Extruded (10)034,Part__Feature515,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
516,Extruded (10)035,Part__Feature516,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
518,Extruded (10)036,Part__Feature518,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
519,Extruded (10)037,Part__Feature519,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
521,Extruded (10)038,Part__Feature521,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
522,Extruded (10)039,Part__Feature522,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
524,Extruded (10)040,Part__Feature524,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
525,Extruded (10)041,Part__Feature525,1,0.0,-0.0,0.0,0.23,0.85,0.28,0.46
527,Extruded (12)050,Part__Feature527,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
528,Extruded (12)051,Part__Feature528,1,0.0,-0.0,0.0,0.23,0.28,0.85,0.46
